8580087	"dockery et al., ""as association between air pollution and mortality in six us cites,"" new england j. med. 329(24):1753-1759 (1993). cited by applicant.
9815870	altschul, s. et al., ""gapped blast and psi-blast: a new generation of protein database search programs"", nucleic acids research, vol. 25, no. 17, pp. 3389-3402 (1997). cited by applicant.
8377439	knappik et al., j. mol. biol., 2000, vol. 296(1):57-86. cited by examiner.
5194385	colcher, d. et al. ""a spectrum of monoclonal antibodies reactive with human mammary tumor cells,"" proc. nat'l. acad. sci. 78(5):3199-3203, may 1981..
7564731	lakshminarayan, k.n.; srivastava, k.k.; panwar, o.s.; dumar, a., amorphous semiconductor devices: memory and switching mechanism, j. instn electronics & telecom. engrs 27 (1981) 16-19. cited by other.
9139421	lloyd, r.h.f., ""aslt: an extension of hybrid-miniaturization techniques"", ibm j. res. develop.,11(4), pp. 86-92 (1967). cited by applicant.
9397656	dehan, et al., ""dynamic threshold voltage mos in partially depleted soi technology: a wide frequency band analysis"", solid-state electronics 49 (2005), pp. 67-72. cited by applicant.
9393500	frankle, ""e3 2002: roll o rama,"" roll-o-rama gamecube preview at ign, may 23, 2002 (accessed at http://cube.ign.com/articles/360/360662p1.html on sep. 7, 2011). cited by applicant.
8222028	gindullis, et al., ""construction and characterization of a bac library for the molecular dissection of a single wild beet centromere and sugar beet (beta vulfaris),"" genome analysis, 44: 846-55 (2001). cited by other.
9439714	cragg et al. ""endovascular diathermic vessel occlusion"", radiology 1982, vol. 144, pp. 303-308. cited by applicant.
8233135	b.j. lin, ""the paths to subhalf-micrometer optical lithography"", spie vol. 922, optical/laser microlithography (1988), pp. 256-269. cited by other.
7761439	devonthink, http://www.devon-techonologies.com/products/devonthink.php, printed mar. 16, 2004. cited by other.
d695408	agrahari, s. et al., ""the potential of photodisruption laser treatment of the crystalline lens to rupture the lens capsule"", arvo abstract no. 07-a-6800, 2006, 1 pg. cited by applicant.
7670560	ganan-calvo a.m., gordillo j.m. 2001, perfectly monodisperse microbubbling by capillary flow focusing, published 2001. cited by other.
8010454	""at a glance : secure mail"", deluxe financial services, inc., (may 2000), 1-2. cited by other.
7628730	""icon health & fitness, inc.'s preliminary invalidity contentions,"" case no.: 2:05-cv-527, signed by brett a. hansen on jun. 26, 2006 (378 pages). cited by other.
6953568	esmon and schwarz, ""an update on clinical and basic aspects of the protein c anticoagulant pathway,"" trends cardiovasc. med. 5(4):141-148 (1995)..
8707754	product data sheet ""gbr3b tru-flo mass flow verifier"". downloaded from web site http://www.mksinst.com/product/product.aspx?productid=80 on jun. 21, 2011, 2 pages. cited by applicant.
5132686	proceedings of igarss'86 symposium zuerich, sep. 8-11, 1986; ""oil slick detection with a sidelooking airborne radar"".."
8383335	kolk et al. ""detection of mycobacterium tuberculosis in clinical samples by using polymerase chain reaction and a nonradioactive detection system."" j. clin. microbiol.30(1992):2567-2575. cited by applicant.
6168934	kajimoto et al., j. am. chem. soc., 113:6196 (1991)..
8013209	chiang et al., euphytica, 1983, 32, pp. 479-483. cited by other.
6696283	bennett et al., limitations on pyrite oxidation rates in dumps set by air transport mechanisms, biohyrometallurgy, proceedings of jackson hole symposium, aug. 13-18, 1989 canmet (1989); pp. 551-561..
7547512	drosten, c. et al., ""identification of a novel coronavirus in patients with severe acute respiratory syndrome,"" the new england journal of medicine, may 15, 2003, vol. 348, pp. 1967-1976. cited by other.
7271317	bork, genome research, vol. 10:398-400, 2000. cited by other.
6614493	toshihara ueki et al., dye embedded bm resin and three dimensional picture element implemented by bm on array technology for the first time, nikkei microdevices, pp. 60-62 (jul. 1994)..
8069553	strasberg et al., ""use of a bipolar vassel-sealing device for parenchymal transection during liver surgery"" journal of gastrointestinal surgery, vol. 6, no. 4, jul./aug. 2002 pp. 569-574. cited by other.
6842444	ultraphone, system technical specification gp130, interdigital communications corporation, pp. 1-12, jan. 1994..
6008001	lynn e. delisi, m.d. et al., ""is schizophrenia a viral or immunologic disorder?"", psychiatric clinics of north america, vol. 9, no. 1, pp. 115-132, mar. 1986..
7691333	weigl, bernhard h., ""microfluidics-based lab-on-a-chip systems,"" ivd technology magazine, 8 pages, nov./dec. 2000. cited by other.
9522161	brault, et al, j. appl physiol 91;231-238, 2001. cited by applicant.
8080416	gretz, et al., ""lymph-borne chemokines and other low molecular weight molecules reach high endothelial venules via specialized conduits while a functional barrier limits access to the lymphocyte microenvironments in lymph node cortex"", the journal of experimental medicine, vol. 192, pp. 1425-1439 (2000). cited by other.
7860968	wander, et al., ""energy analysis of public-key cryptography for wireless sensor networks"", uc santa cruz, sun microsystems laboratories, 2005, 5 pages. cited by other.
8337252	anne-bide stensgaard, ""imation launches flashgoi in the middle east"", www.ameinfo.com, mar. 11, 2002. cited by other.
8410131	zhong et al., ""modulation of hypoxia-inductible factor 1-alpha expression by the epidermal growth factor/ phosphatidylinositol 3-kinase/pten/akt/frap pathway in human prostate cancer cells: implications for tumor angiogenesis and therapeutics""; cancer research 60: 1541-1545 (2000). cited by applicant.
8381482	kc metals superspeed connectors catalog, at least as early as apr. 2011, front cover, p. 76 and back cover, kc metals products, inc., san jose, california, united states. cited by applicant.
7742173	brezinski, m. e., g. j. tearney, et al. (1996). ""imaging of coronary artery microstructure (in vitro) with optical coherence tomography."" american journal of cardiology 77 (1): 92-93. cited by other.
9567204	"fan, et al. ""low temperature wafer-level metal thermo-compression bonding technology for 3d integration."" intech, published in 2012. cited by applicant.
8121162	guha et al., ""hybrid organic-inorganic semiconductor-based light-emitting diodes"" j. appl. phys., 82(8), pp. 4126-4128, ( oct. 15, 1997). cited by other.
8804727	x*press information service--the cable tv and personal computer connection. cited by applicant."
d392472	natuzzi model 1074, sep. 1993, at international home furnishings market in high point, north carolina..
5159054	keller et al., ""amine-cured bisphenol-linked phthalonitrile resins"", journal of macromolecular science, a18(6), 1982, pp. 931-937.."
6379108	""gas, steam turbine work as single unit in ge's advanced h technology combined-cycle system"", press information, press release, 95-nr18, may 16, 1995, advanced technology introduction/pp. 1-3..
9590423	j. j. zhao, x. li, j. t. hao, c.l. zhang, j.p. lu. ""wind farm reactive power output optimization for loss reduction and voltage profile improvements."" power electronics and motion control conference, 2009. ipemc. pp. 1099-1103. cited by applicant.
5414301	""reliability of ptsi-ti/w-a1 metallization system used in bipolar logics"", by canali et al., ieee/proc. irps, pp. 230-237, jun. 1981 applied physics letter, vol. 36, no. 6, mar. 1980, pp. 456-458, new york, n.y, article entitled ""tin and tan as diffusion barriers in metallizations to silicon semiconductor devices"", marc wittmer..
5239075	cannon et al., j. med. chem., 19, 987-993 (1976)..
9022107	forsyth, et al.; ""an ionic liquid surface treatment for corrosion protection of magnesium alloy az31""; electrochem. solid-state lett./ 9(11); abstract only; 1 page. cited by applicant.
8297696	japanese utility model publication no. jp 3112830 u, aug. 25, 2005, 09 pages. cited by other.
7564623	english abstract of reference jp 9-288237. cited by other.
7501256	tibble, j. a. et al. (2001) ""non-invasive investigation of flammatory bowel disease,"" world j. gastroenterol. 7(4):460-465. cited by other.
7972867	yeung b, et al., characterization of viatmin d.sub.3 metabolites using continuous-flow fast atom bombardment tandem mass spectrometry and high performance liquid chromatography, chromatogr. 645(1):115-23 (1993). cited by other.
8550262	rtc industries, inc. v. william & associates, inc., rtc industries, inc.'s responses to defendant william merit & associates, inc.'s first set of requests for admission to plaintiff rtc industries, inc., civil action no. 04 c 1254, dated jun. 1, 2004. cited by applicant.
7428302	mstr046--rcr radio communications report, ""comverse developing unified applications for gsm smartphone marketplace"", feb. 23, 1998, v. 17, no. 8, p. 106, dialog file #02078693. cited by other.
8936916	fmoc solid phase peptide synthesis--a practical approach; w.c. chan and p.d. white, eds., oxford university press, new york, ny: 2000; title, copyright and table of contents consisting of 9 pgs. cited by applicant.
7780492	morozumi, shinji, (edited by biredra bahadur), liquid crystals: applications and uses, vol. 1, world scientific publishing co., 26 pgs., 1990. cited by other.
7403217	"wilson, kevin w.; darrell, trevor, ""audio-video array source localization for intelligent environments"", proceedings of ieee icassp, 2002. cited by other.
6511845	vaccine 5:90 (1987)..
8618051	haselbacher et al. (apr. 1985) ""insulin-like growth factor ii (igf ii) in human brain: regional distribution of igf ii and of higher molecular mass forms,"" proc. nat. acad. sci. usa 82:2153-2157. cited by applicant.
9681154	""eye gaze response interface computer aid (erica) tracks eye movement to enable hands-free computer operation,"" umd communication sciences and disorders tests new technology, university of minnesota duluth, posted jan. 19, 2005; 4 pages http://www.d.umn.edu/unirel/homepage/05/eyegaze.html. cited by applicant.
8594291	sen. sandip; durfee, edmund h., ""on the design of an adaptive meeting scheduler"" ieee in proc. of the tenth conference on al applications (1994). cited by applicant.
8388541	gladwin, mt et al, cannulation of the internal jugular vein: is postpocedural chest radiography always necessary?, crit care med, 33 pages, oct. 2000. cited by applicant.
6787318	johnstone & thorpe, immunochemistry in practice, blackwell scientific publications, oxford, 1982..
6997782	quotation 1, 98 (92sheets), 3. cited by other.
8790890	luzina, l. i., ""computer modeling,"" textbook, state university of tomsk, p. 8, paragraph 1, total pp. 3, (2001) (with partial english translation). cited by applicant.
7672320	"""media gateway control protocol (mgcp) verson 1.0"", f. andreasen and b. foster, jan. 2003. cited by other.
7939811	meriaudeau, f., et al., ""fiber optic sensor based on gold island plasrnon resonance,"" sensors and actuators, b: chemical, 1999, pp. 106-117, vol. 54, issue 1. cited by examiner.
5171992	d. k. biegelsen et al., appl. phys. lett. 50 (11) mar. 1987, ""ion milled tips for scanning tunneling microscopy"", pp. 696-698..
9796668	tran et al., ""the synthetic triterpenoid cddo-methyl ester modulates microglial activities, inhibits tnf production, and provides dopaminergic neuroprotection,"" journal of neuroinflammation, 5:1-14, 2008. cited by applicant.
6849581	"ralson, ""fatty acids and their derivatives,"" john wiley & sons, inc., new york, ny, pp. 887-903, 1948..
7572886	linsley, et al. 1991. ctla-4 is a second receptor for the b cell activation antigen b7. j. exp. med., 174:561-569. cited by other.
5993388	r. a. badalament, et al., ""an algorithm for predicting nonorgan confined prostate cancer using the results obtained from sextant core biopsies with prostate specific antigen level"", the journal of urology, vol. 156, pp. 1375-1380 (1996)..
8833007	mountville mills anti-fatigue mat collection, www.mountville.com/productcategory.aspx (products, anti-fatigue collection), mountville mills, inc., 1729 s. davis road, lagrange, ga 30241. cited by applicant.
8267721	amphenol tcs (atcs), ""hdm.rtm. hdm plus.rtm. connectors"", http://www.teradyne.com/prods/tcs/products/connectors/backplane/xcede/ind- ex.html, access date jun. 19, 2008, 5 pages. cited by other.
8066999	schwarzman, al et al., ""transthyretin sequesters amyloid.beta. protein and prevents amyloid formation,"" proc nall acad sci, 91:8368-8372, (1994). cited by other.
9850296	""subname: full=putative integron gene cassette protein; flags: fragment;"", xp002717159, retrieved from ebi accession no. uniprot:b0bit0, database accession no. b0bit0 (feb. 26, 2008). cited by applicant.
8170008	inamori, et al., ""applying tmn to a distributed communications node system with common platform software"", ieee feb. 1995, pp. 83-87. cited by other.
6514244	anvari et al., ""spatially selective photocoagulation of biological tissues: feasibility study utilizing cryogen spray cooling,"" applied optics, vol. 35, no. 19, jul. 1, 1996, pp. 3314-3320..
7479650	bernede, j.c., polarized memory switching in mis thin films, thin solid films 81 (1981) 155-160. cited by other.
7833513	unger, j.w., et al., ""insulin receptors in the central nervous system: localization, signalling mechanisms and functional aspects,"" prog. neurobiol. 36:343-362, pergamon press plc (1991). cited by other.
d361228	sell sheet, printer stand; micro computer accessories inc., 5405 jandy place, p.o. box 66911, los angeles, calif. 90066-0911. publication date 1991..
6384095	database wpi section ch, week 9102 derwent publication ltd., london, gb; class a13, an 91-011581 xp00262783 & jp 02 284 933 a (sekisui plastics co ltd.), nov. 22, 1990..
d677714	""dresser wayne vista"": [online], published at least as early as apr. 13, 2010, [retrieved on jul. 28, 2010]; retrieved from the internet url: http://www.wayne.com/index.cfm/go/product-detail/product/vista/. cited by applicant.
5821123	brown et al., proc. natl. acad. sci. usa, 88: 2663-2667 (1991) ""anti-tac-h, a humanized antibody to the interleukin 2 receptor, prolongs primate cardiac allograft survival""..
5578351	"""surface-induced parallel alignment of liquid crystals by linearly polymeed photopolymers"", jpn. j. appl. phys. vol. 31(jul. 1992) pp. 2155-2164, m. schadt et al..
7614760	surefire, ""products,"" x200 weaponlight--x200 available from surefire,.copyrgt. 2001-2004, http://www.surefire.com/maxexp/main.pl?pgm-co.sub.--disp&func-displ&strfn- br=6&prrfnbr=1110&... , printed oct. 28, 2004, 2 pages. cited by other.
9416409	genbank, ""streptococcus pyogenes strain mgas8232, complete genome,"" accession no. ae009949.1, apr. 3, 2002. cited by applicant.
7982879	mckinney, j. d., m. a. webster, et al. (2000). ""characterization and imaging in optically scattering media by use of laser speckle and a variable-coherence source."" optics letters 25(1): 4-6. cited by other.
5666352	"""a study on demodulation method for cdma mobile phone"" by hideshi murai, et al., spring symposium of 1994 of the institute of electronics, information and communication engineers, a-5 spread spectrum, a-288, pp. 1-270 1994..
9809709	f. olard et al.; low emission & low energy asphalts for sustainable road construction: the european experience of lea process; 10 pgs. cited by applicant.
9582608	shneiderman, ben, ""touch screens now offer compelling uses"", ieee software, mar. 1991, pp. 93-94. cited by applicant.
7387980	blaser et al., ""3.3 special products, 3.3.1 enantioselective synthesis"", applied homogeneous catalysis with organometallic compounds, 2nd ed, vol. 3, pp. 1131-1149, cornils and herrmann (eds.), wiley-vch, weinheim, germany. cited by other.
5539092	turnham, e., and northcote, d. h., ""changes in the activity of acetyl-coa carboxylase during rape-see formation,"" biochem. j., 212:223-229, 1983..
9115162	john m. venditti, the national cancer institute antitumor drug discovery program, current and future perspectives: a commentary, cancer treatment reports vol. 67. no. 9, sep. 1983, pp. 767-772. cited by applicant.
8227161	diamond, handbook of imaging materials, marcel dekker, ny, ny. 1991, pp. 160-163. cited by examiner.
6238423	measurement of gastric and small bowel electrical activity at laparoscopy--journal of laparoendoscopic surgery, vol. 4, no. 5, 1994 (b.o. familoni, t.l. abell and g. voeller)..
9045490	song et al. (2001) j. asian. nat. prod. res. 3:385-91 ""a new sesquiterpene lactone from tsoongiodendron odorum chun"". cited by applicant.
8012945	liggett, ""role of the p16 tumor suppressor gene in cancer,"" j. clin. oncol., mar. 1998, pp. 1197-1206, vol. 16 (3). cited by other.
8569029	haidinger et al, appl environ microbiol 69(10), 6106-6113 (2003). cited by applicant.
9374535	r. a. sharipov, ""course of differential geometry"", russian federal committee for higher education, bashkir state university, dec. 21, 2004, 132 pages total. cited by applicant.
5995567	j.a.c. bingham, ""synchronized dmt for low-complexity vdsl"", ansi contributiont1e1.4/96-081, colorado springs, co, apr. 22, 1996..
9495129	diamond multimedia systems, inc., ""rio pmp300: user's guide"", available at <http://ec1.images-amazon.com/media/i3d/01/a/man-migrate/manual0000228- 54.pdf>, 1998, 28 pages. cited by applicant.
5240859	edman and begg, eur. j. biochem. 1:80-91, 1967.."
8093297	krishnan et al; ""gout in ambulatory care settings in the united states""; journal of rheumatology; 35; pp. 498-501; (2008). cited by other.
5792753	gingerich da. effect of exogenous hyaluroxperimentally induced equine osteoarthritis: dosage titration studies. research in veterinary science 1981; 30: 192-197..
9346139	tawakoli et al., ""entwicklung eines neuartigen `ultraschallsystems` zur reali-sierung flexibler ultraschallun-terstutster zerspanung"" (""development of a new `ultrasound system` for the realization of flexible ultrasonic-assisted machining""), wissenschaft & forschung, pp. 28-33, 2010. cited by applicant."
5859351	lu et al., biochemical and biophysical research communications 193 (2):779-786, 1993..
7604700	poncin-epaillard et al., reactivity of a polypropylene surface modified in a nitrogen plasma, plasma surface modification of polymers pp. 167-180 (1994). cited by other.
8319074	sprague et al., ""corn breeding,"" in: corn and corn improvements, g.f. sprague (ed.), no. 18 in agronomy series, american society of agronomy, inc., madison, wisconsin, pp. 305-362, 1977. cited by other.
9614707	"ieee std 802.11-2007 (revision of ieee std. 802.11-1999) ""information standard for information technology--telecommunications and information exchange between systems--local and metropolitan area networks--specific requirements"" part 11: wireless lan medium access control (mac) and physical layer (phy) specifications, the institute of electrical and electronics engineers, inc., pp. 1-1184 (jun. 12, 2007). cited by applicant.
9278873	yang y, et al., ""novel functionalized nano-tio2 loading electrocatalytic membrane for oily wastewater treatment"", environ sci technol., jun. 2012, 1 page. cited by applicant."
9758524	pan et al., ""discovery of selective irreversible inhibitors for bruton's tyrosine kinase,"" 2 chemmedchem 58-61 (2007). cited by applicant.
9260609	pan et al., j. acric. food chem., 54, 5806-5813, 2006. cited by examiner.
7799558	ulf jonsson et al. ""flow-injection ellipsometry--an in situ method for the study of biomolecular adsorption and interaction at solid surfaces,"" colloids and surfaces, 13 (1985) pp. 333-339, 1985 elsevier science publishers bv, amsterdam, the netherlands. cited by other.
8572279	exhibit 97a: u.s. patent no. 5,311,570 (grimes), issued may 10, 1994, claim chart. cited by applicant.
9383855	velasco, v.b. jr. (aug. 1997). ""a methodology for computer-assisted gripper customization using rapid prototyping technology,"" thesis submitted in partial fulfillment of the requirements for the degree of ph.d., 199 pages. cited by applicant.
7314171	bellinger, robert, can we be spared a repeat of election 2000?, ieee, feb. 2001, pp. 1-3, new york, new york, usa. cited by other.
8775376	"maitland, j., ""keeping control isn't easy"", chapter 4: cloud-based infrastructure, searchcloudcomputing.com, 13 pages. cited by applicant.
9187734	yamazaki et al., ""subunit analysis of a novel thermostable glucose dehydrogenase showing different temperature properties according to its quaternary structure,"" applied biochemistry and biotechnology, vol. 77-79, pp. 325-335 (1999). cited by applicant.
8364806	short, joel e.: ""auto-porting and rapid protyping with application to wireless and nomadic network algorithms, a dissertation submitted in partial satisfaction of the requirement for the degree of doctor of philosophy in computer science,"" university of california, los angeles, published oct. 26, 1996; pp. xv, 118-124; co+b343pyright jan. 16, 1977. cited by applicant.
7783299	kaveh, m.a. et al., ""the statistical performance of the music and the minimum-norm algorithms in resolving plane waves in noise,"" trans. on acoustics speech and signal processing, apr. 1986, assp34(2), 331-341. cited by other.
4744078	"verebely, p., ""gd80-a multi-microprocessor architecture for computer graphics"", euromicro journal, vol. 6, nov. 1980, pp. 406-409.."
4558315	nonvocal communication techniques and aids for the severely physically handicapped, university park press, 1975; g. c. vanderheiden et al..
8906359	lin et al., receptor-specific targeting mediated by the coexpression of a targeted murine leukemia virus envelope protein and a binding-defective influenza hemagglutinin protein. hum. gene ther. 12(4): 323-32 (2001). cited by applicant.
7092990	"""duplicate internet protocol address detection based on gratuitous address resolution protocol"", ibm technical disclosure bulletin, vol. 41, no. 01, jan. 1998, pp. 703-705. cited by other."
8221112	palmaz, j., et al., ""removable biliary endoprosthesis,"" american journal of roentgenology, 140: 812-814, apr. 1983. cited by other.
5981703	schulz et al., principles of protein structure, springer-verlag, new york, pp. 14-16, 1979.."
7499876	woods, ""excite calls online auctions"", newsbytes news network, jun. 10, 1998, 2 pages. cited by other.
9695183	larsen et al, ""aza diels-aider reactions in aqueous solution: cyclocondensation of dienes with simple iminium salts generated under mannich conditions"", journal american chemistry society, mar. 1985, 107:1769-1771. cited by applicant.
d650978	nike footwear catalog, footwear: holiday 2005, pp. 5 and 6, published mar. 2005, nike, inc., usa. cited by other.
8585744	prof. dr. beat hintermann, complications of total ankle arthroplasty, total ankle arthroplasty, oct. 2004; chpt. 11, p. 163-184. cited by applicant.
7949210	durfee et al. (2008) ""metal-oxide-semiconductor-compatible ultra-long-range surface plasmon modes,"" j. appl. phys. 103(11):113106. cited by other."
6324533	r. srikant et al., ""mining association rules with item constraints,"" proceedings of the 3rd int'l conference on knowledge discovery in databases and data mining, oregon, 1996, pp. 67-73..
7252824	parast, et al. ""characterization and kinetic mechanism of catalytic domain of human vascular endothelial growth factor receptor-2 tyrosine kinase (vegfr2 tk), a key enzyme in angiogenesis."" biochemistry. 37: 16788-16801 (1998). cited by other.
7585670	fridman, et al., 1992 int. j. cancer ""malignant transformation of nih-3t3 cells after subcutaneous co-injection with a reconstituted basement membrane (matrigel)."" 51(5), 740-44 (exhibit 41). cited by other.
9587256	tatusova et al, ""blast 2 sequences, a new tool for comparing protein and nucleotide sequences,"" fems microbiol lett, 1999;174:247-250. cited by applicant.
6112992	""advertising"", community connexion, inc., http://www.anonymixer.com/advert.html,1995-1996, (p. 1)..
7911009	zhong et al., ""nanowire crossbar arrays as address decoders for integrated nanosystems,"" science, 2003, 302:1377-1379. cited by other.
4919646	"1984 sid international symposium digest of technical papers, pp. 120-123, article by j. eyth, jr., entitled ""8.4: a cgi simulation display in a high-g environment"".."
6722134	"""corporate research and development technical report abstract page and sections 1-2,"" bunker et al., oct. 2001..
7939267	mancuso, p. et al., resting and activated endothelial cells are increased in the peripheral blood of cancer patients,' blood, 2001, 97(11):3658-61. cited by other.
5882926	kavanaugh et al., (1992) j. biol. chem., 267: 22007-22009..
8704609	mick, stephen, et al., 4 gbps high-density ac coupled interconnection, proceedings of the ieee 2002 custom integrated circuits conference, 2002, usa, ieee, aug. 7, 2002, pp. 133-140. cited by applicant.
9407541	foster, n. et al., ""frenetic: a network programming language,"" in acm sigplan notices vol. 46, no. 9, pp. 279-291, acm, 2011. cited by applicant.
6660374	spacerite s-11 & s-3 alumina, uv curable coatings, alcoa industrial chemicals division, 2 pages, sep. 1993..
7605143	sullivan, g. w., et al., ""the specific type iv phosphodiesterase inhibitor rolipram combined with adenosine reduces tumor necrosis factor-.alpha.-primed neutrophil oxidative activity"", international journal of immunonopharmacology, 17(10), (1995), 793-803. cited by other.
7519828	youngpil lee; ""linear discriminant analysis and its application to face identification""; center for vision, speech and signal processing; school of electronic engineering, information technology and mathematics, university of surrey; sep. 2000, pp. 1-155. cited by other.
9644022	cardoso et al., nanobodies.rtm. with in vitro neutralizing activity protect mice against h5n1 influenza virus infection. antivirals congress, amsterdam, the netherlands. nov. 7-9, 2010. meeting abstract. 2 pages. cited by applicant.
5377322	"japanese literature ""fault tolerant system"" by grey. translated by eiichi watanabe macgraw hill. pp. 57-71.."
9233071	dick, j., et al. ""macular edema,"" retina, 3.sup.rd ed. ryan, s., schachat, a.p., eds. st. louis, mo: cv mosby; 2001; 967-979. cited by applicant.
9100896	european telecommunication standards institute (etsi), ""digital cellular telecommunications system (phase 2+), functional stage 2 description of location services (lcs) in geran,"" etsi technical specification, etsi ts 143 059, v7.3.0, may 2007, xp-014038519. cited by applicant.
7419968	hudziak et al. ""selection for transformation and met protooncogene amplification in nih 3t3 fibroblasts using tumor necrosis factor.alpha."" cell growth & differentiation (1990) 1:129-134. cited by other.
9541978	vekiarides, nicos, ""fault-tolerant disk storage and file systems using reflective memory,"" dept. of electrical & computer engineering, carnegie mellon university, pittsburgh, pennsylvania, 1995, 11 pages. cited by applicant.
9107886	andrews-pfannkoch, c. et al., hydroxyapatite-mediated separation of double-stranded dna, single-stranded dna, and rna genomes from natural viral assemblages. pl environ microbiol. aug. 2010;76(15):5039-45. epub jun. 11, 2010. cited by applicant.
9345294	http://www.allindianpatents.com/patents/207959 (downloaded sep. 23, 2013) and related documents hyperlinked to this webpage, which are filed collectively as ""exhibit a."" cited by applicant.
8418122	"tanenbaum, ""structured computer organization"", 1999, prentice hall, inc. 4th edition, section 7.4.3, p. 512-515. cited by examiner."
4291257	bohringer et al., laboratories rca ltd., zurich, switzerland, reports mrz 248, 3-23-79; mrz 240e, 4-20-78..
5875053	"wk. burns et al, entitled ""second harmonic generation in field poled, quasi-phase-matched, bulk linbo.sub.3 "" ieee photonics technology letters, feb. 1994, vol.6(2), pp. 252-254..
5690937	""genetic approaches to the prevention of influenza a virus infection,"" murphy etal., genetic variation among influenza viruses, pp. 600-614 (1981)..
7320993	chemical abstracts, vol. 114, 1991, p. 714, 101646t. cited by other."
9342996	the best foundation, ""simple mannequin or live model? preliminary results from cross-over comparison"", norwegian medical association, bergen, norway. cited by applicant.
7574244	chan, k. w., et al.; ""17.3: adaptive reduction of motion artifact from photoplethysmographic recordings using a variable step-size lms filter,"" ieee, pp. 1343-1346 (2002). cited by other.
5344870	hackh's chemical dictionary, julius grant, ed. mcgraw-hill book company, 1969, pp. 592 and 644..
6278918	performance of a vision-based tractor guidance system, sae paper no. 901589, sep. 10-13, 1990..
6011644	optical properties of glass, edited by d. r. uhlmann and j.j. kreidl, published by the american ceramic society, inc., pp. 38-44..
